"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Database","Direction","Threshold"
"Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)","1/557",0.131718885941571,0.139192297909887,0,0,8.74055755395683,17.7178555503873,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Regulation Of Apoptotic Process (GO:0042981)","1/705",0.164269606381956,0.172367403879658,0,0,6.85049715909091,12.373684869988,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)","1/763",0.176756450088183,0.184172804637337,0,0,6.31003937007874,10.9351876900342,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)","1/938",0.213530491757007,0.220944744943014,0,0,5.08484525080043,7.85087719011924,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Negative Regulation Of DNA-templated Transcription (GO:0045892)","1/1025",0.231316686141515,0.23769783610404,0,0,4.631591796875,6.78050019577809,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Regulation Of Gene Expression (GO:0010468)","1/1127",0.251758128305487,0.256931240530942,0,0,4.18938721136767,5.77836505924075,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Positive Regulation Of DNA-templated Transcription (GO:0045893)","1/1243",0.274474312170314,0.278208656553584,0,0,3.77475845410628,4.8803761566423,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Regulation Of DNA-templated Transcription (GO:0006355)","1/1922",0.396636239422671,0.399316214013365,0,0,2.35216033315981,2.175126612967,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Regulation Of Transcription By RNA Polymerase II (GO:0006357)","1/2028",0.414120957656322,0.414120957656322,0,0,2.21608288110508,1.95369241769259,"MEF2C","GO_Biological_Process_2023","Negative","p < 0.001"
"Nucleus (GO:0005634)","2/4487",0.313207014845195,0.385640780137891,0,0,2.30546265328874,2.67639065548782,"MEF2C;PTTG1","GO_Cellular_Component_2023","Negative","p < 0.001"
"Intracellular Membrane-Bounded Organelle (GO:0043231)","2/5175",0.385640780137891,0.385640780137891,0,0,1.91017462465365,1.82010791257803,"MEF2C;PTTG1","GO_Cellular_Component_2023","Negative","p < 0.001"
"Minor Groove Of Adenine-Thymine-Rich DNA Binding (GO:0003680)","1/6",0.00149921982162069,0.0237282247098691,0,0,999.5,6499.55901988972,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Complement Component C3b Binding (GO:0001851)","1/10",0.00249770786419674,0.0237282247098691,0,0,555.166666666667,3326.77064151216,"CFHR3","GO_Molecular_Function_2023","Negative","p < 0.001"
"Cysteine-Type Endopeptidase Inhibitor Activity (GO:0004869)","1/22",0.00548838944332051,0.0347597998076966,0,0,237.785714285714,1237.70327900363,"PTTG1","GO_Molecular_Function_2023","Negative","p < 0.001"
"DNA Secondary Structure Binding (GO:0000217)","1/33",0.00822354796912648,0.0390618528533508,0,0,155.9609375,748.730022278245,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Amyloid-Beta Binding (GO:0001540)","1/79",0.0195963847396345,0.0744662620106111,0,0,63.8365384615385,251.031453818202,"ITM2A","GO_Molecular_Function_2023","Negative","p < 0.001"
"Histone Deacetylase Binding (GO:0042826)","1/99",0.024508443549027,0.0751605006151976,0,0,50.7576530612245,188.246815692934,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Endopeptidase Inhibitor Activity (GO:0004866)","1/112",0.0276907107529675,0.0751605006151976,0,0,44.7837837837838,160.624128645117,"PTTG1","GO_Molecular_Function_2023","Negative","p < 0.001"
"Protein Heterodimerization Activity (GO:0046982)","1/190",0.0466103771145235,0.105868625161075,0,0,26.1984126984127,80.3225538789853,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Transcription Regulatory Region Nucleic Acid Binding (GO:0001067)","1/224",0.0547646792821499,0.105868625161075,0,0,22.1659192825112,64.3855636636891,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629)","1/228",0.0557203290321446,0.105868625161075,0,0,21.7709251101322,62.8615917704536,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"DNA-binding Transcription Factor Binding (GO:0140297)","1/282",0.0685461267495621,0.118397855294698,0,0,17.5391459074733,47.0092673547413,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)","1/348",0.0840324415275539,0.13305136575196,0,0,14.1556195965418,35.0571329214206,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Transcription Cis-Regulatory Region Binding (GO:0000976)","1/474",0.113025089318405,0.165190515157669,0,0,10.3181818181818,22.4951372004297,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Double-Stranded DNA Binding (GO:0003690)","1/650",0.152289112757081,0.198152710199643,0,0,7.45223420647149,14.0249147978501,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Sequence-Specific Double-Stranded DNA Binding (GO:1990837)","1/715",0.166433249746012,0.198152710199643,0,0,6.75105042016807,12.1057200009322,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Sequence-Specific DNA Binding (GO:0043565)","1/717",0.16686544016812,0.198152710199643,0,0,6.73149441340782,12.0531953846026,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000987)","1/1098",0.245991136168327,0.264697808852277,0,0,4.30674567000912,6.04003756564735,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978)","1/1122",0.250766345228473,0.264697808852277,0,0,4.20918822479929,5.82229087130819,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding (GO:0000977)","1/1225",0.270986032361922,0.270986032361922,0,0,3.83394607843137,5.00593738928936,"MEF2C","GO_Molecular_Function_2023","Negative","p < 0.001"
"Complement and coagulation cascades","1/85",0.0210720750045875,0.056460792509024,0,0,59.2589285714286,228.728002100453,"CFHR3","KEGG_2021_Human","Negative","p < 0.001"
"Parathyroid hormone synthesis, secretion and action","1/106",0.026223005581082,0.056460792509024,0,0,47.3571428571429,172.432953709799,"MEF2C","KEGG_2021_Human","Negative","p < 0.001"
"Cell cycle","1/124",0.0306208123732578,0.056460792509024,0,0,40.390243902439,140.803433983989,"PTTG1","KEGG_2021_Human","Negative","p < 0.001"
"Oocyte meiosis","1/129",0.0318396013720166,0.056460792509024,0,0,38.802734375,133.754749699063,"PTTG1","KEGG_2021_Human","Negative","p < 0.001"
"Apelin signaling pathway","1/137",0.03378711383543,0.056460792509024,0,0,36.5055147058824,123.668848613695,"MEF2C","KEGG_2021_Human","Negative","p < 0.001"
"Fluid shear stress and atherosclerosis","1/139",0.0342735019453924,0.056460792509024,0,0,35.9728260869565,121.350111400822,"MEF2C","KEGG_2021_Human","Negative","p < 0.001"
"Oxytocin signaling pathway","1/154",0.0379151730726635,0.056460792509024,0,0,32.421568627451,106.096467688195,"MEF2C","KEGG_2021_Human","Negative","p < 0.001"
"cGMP-PKG signaling pathway","1/167",0.0410623945520174,0.056460792509024,0,0,29.8629518072289,95.3423278891349,"MEF2C","KEGG_2021_Human","Negative","p < 0.001"
"Transcriptional misregulation in cancer","1/192",0.0470915942002926,0.0575563929114687,0,0,25.9214659685864,79.2072064270803,"MEF2C","KEGG_2021_Human","Negative","p < 0.001"
"Human T-cell leukemia virus 1 infection","1/219",0.0535690292277127,0.058925932150484,0,0,22.6800458715596,66.3795997039396,"PTTG1","KEGG_2021_Human","Negative","p < 0.001"
"MAPK signaling pathway","1/294",0.0713772860928387,0.0713772860928387,0,0,16.8105802047782,44.3761591471403,"MEF2C","KEGG_2021_Human","Negative","p < 0.001"
"MECP2 Regulates Transcription Factors R-HSA-9022707","1/5",0.0012494733811349,0.0485854351243542,0,0,1249.4375,8352.53105828692,"MEF2C","Reactome_2022","Negative","p < 0.001"
"ERK/MAPK Targets R-HSA-198753","1/22",0.00548838944332051,0.0485854351243542,0,0,237.785714285714,1237.70327900363,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Myogenesis R-HSA-525793","1/29",0.00722964161170616,0.0485854351243542,0,0,178.276785714286,878.827148224897,"MEF2C","Reactome_2022","Negative","p < 0.001"
"MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282","1/30",0.00747819282854126,0.0485854351243542,0,0,172.120689655172,842.662296146542,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Regulation Of Complement Cascade R-HSA-977606","1/45",0.0112004940383236,0.0485854351243542,0,0,113.357954545455,509.180964486494,"CFHR3","Reactome_2022","Negative","p < 0.001"
"Heme Signaling R-HSA-9707616","1/45",0.0112004940383236,0.0485854351243542,0,0,113.357954545455,509.180964486494,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201","1/52",0.0129337430598205,0.0485854351243542,0,0,97.7647058823529,425.072693906196,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Complement Cascade R-HSA-166658","1/55",0.0136758198325556,0.0485854351243542,0,0,92.3194444444444,396.246686077218,"CFHR3","Reactome_2022","Negative","p < 0.001"
"Transcriptional Regulation By MECP2 R-HSA-8986944","1/60",0.0149116228452911,0.0485854351243542,0,0,84.4745762711864,355.267487083311,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725","1/61",0.0151586347698374,0.0485854351243542,0,0,83.0625,347.96417553925,"MEF2C","Reactome_2022","Negative","p < 0.001"
"MAP Kinase Activation R-HSA-450294","1/62",0.0154055971565865,0.0485854351243542,0,0,81.6967213114754,340.922410114916,"MEF2C","Reactome_2022","Negative","p < 0.001"
"APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154","1/67",0.0166396661964727,0.0485854351243542,0,0,75.4886363636364,309.198880692339,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Circadian Clock R-HSA-400253","1/69",0.01713294726931,0.0485854351243542,0,0,73.2610294117647,297.934432634127,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Interleukin-17 Signaling R-HSA-448424","1/69",0.01713294726931,0.0485854351243542,0,0,73.2610294117647,297.934432634127,"MEF2C","Reactome_2022","Negative","p < 0.001"
"APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178","1/73",0.0181189156620487,0.0485854351243542,0,0,69.1770833333333,277.455364357132,"PTTG1","Reactome_2022","Negative","p < 0.001"
"APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176409","1/75",0.0186116030985804,0.0485854351243542,0,0,67.3006756756757,268.123877599833,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814","1/76",0.0188578726507589,0.0485854351243542,0,0,66.4,263.66276705355,"PTTG1","Reactome_2022","Negative","p < 0.001"
"APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143","1/87",0.0215635767386735,0.0485854351243542,0,0,57.875,222.051885978165,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Mitochondrial Biogenesis R-HSA-1592230","1/89",0.0220548810634028,0.0485854351243542,0,0,56.5539772727273,215.709386871844,"MEF2C","Reactome_2022","Negative","p < 0.001"
"MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871","1/96",0.0237728924186839,0.0485854351243542,0,0,52.3684210526316,195.81648814875,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Innate Immune System R-HSA-168249","2/1035",0.0240972425278514,0.0485854351243542,0,0,12.2374959664408,45.592723070351,"MEF2C;CFHR3","Reactome_2022","Negative","p < 0.001"
"TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138","1/101",0.0249985646287561,0.0485854351243542,0,0,49.7375,183.478497602064,"MEF2C","Reactome_2022","Negative","p < 0.001"
"MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155","1/102",0.0252435512890159,0.0485854351243542,0,0,49.2425742574257,181.172518428561,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164","1/103",0.025488488708856,0.0485854351243542,0,0,48.7573529411765,178.916488982314,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181","1/103",0.025488488708856,0.0485854351243542,0,0,48.7573529411765,178.916488982314,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138","1/106",0.026223005581082,0.0485854351243542,0,0,47.3571428571429,172.432953709799,"MEF2C","Reactome_2022","Negative","p < 0.001"
"MyD88-independent TLR4 Cascade R-HSA-166166","1/107",0.0264677460982749,0.0485854351243542,0,0,46.9080188679245,170.361875846808,"MEF2C","Reactome_2022","Negative","p < 0.001"
"MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058","1/112",0.0276907107529675,0.0485854351243542,0,0,44.7837837837838,160.624128645117,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Signaling By NTRK1 (TRKA) R-HSA-187037","1/114",0.0281795523721255,0.0485854351243542,0,0,43.9867256637168,156.995602705958,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Signaling By NTRKs R-HSA-166520","1/132",0.0325702861721075,0.0542838102868459,0,0,37.9083969465649,129.811803825291,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016","1/140",0.0345166225420594,0.0556719718420313,0,0,35.7122302158273,120.218589766447,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Toll-like Receptor Cascades R-HSA-168898","1/162",0.039852900931599,0.0622701577056235,0,0,30.7981366459627,99.2488456973426,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Separation Of Sister Chromatids R-HSA-2467813","1/170",0.0417875054859525,0.0633144022514432,0,0,29.3284023668639,93.1223083508577,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Mitotic Anaphase R-HSA-68882","1/232",0.0566752057210421,0.0813054345061368,0,0,21.3896103896104,61.3971323596333,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Mitotic Metaphase And Anaphase R-HSA-2555396","1/233",0.0569138041542958,0.0813054345061368,0,0,21.2963362068966,61.0399286152941,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Organelle Biogenesis And Maintenance R-HSA-1852241","1/275",0.0668914310557346,0.0929047653551869,0,0,17.9936131386861,48.6670448622736,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Immune System R-HSA-168256","2/1943",0.077322314129018,0.104489613687862,0,0,6.20092735703246,15.8729645374657,"MEF2C;CFHR3","Reactome_2022","Negative","p < 0.001"
"M Phase R-HSA-68886","1/380",0.0914664372624149,0.120350575345283,0,0,12.9393139841689,30.9480335463353,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Signaling By Interleukins R-HSA-449147","1/453",0.108244675983208,0.138775225619498,0,0,10.8091814159292,24.0327134388341,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Signaling By Receptor Tyrosine Kinases R-HSA-9006934","1/496",0.118011130419976,0.14751391302497,0,0,9.84848484848485,21.0459790407832,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Cell Cycle, Mitotic R-HSA-69278","1/523",0.124099690160317,0.151341085561362,0,0,9.32614942528736,19.4605969997027,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Cell Cycle R-HSA-1640170","1/654",0.153165026883435,0.182339317718374,0,0,7.40505359877489,13.8936528160131,"PTTG1","Reactome_2022","Negative","p < 0.001"
"Cytokine Signaling In Immune System R-HSA-1280215","1/702",0.163619638025239,0.189958128081813,0,0,6.88088445078459,12.4558515196797,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Cellular Responses To Stress R-HSA-2262752","1/722",0.167945131988689,0.189958128081813,0,0,6.68307905686546,11.9234012947814,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Cellular Responses To Stimuli R-HSA-8953897","1/736",0.170962315273632,0.189958128081813,0,0,6.55102040816327,11.5711467799162,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Developmental Biology R-HSA-1266738","1/1073",0.24099110107852,0.261946848998391,0,0,4.41301305970149,6.27969671551646,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Generic Transcription Pathway R-HSA-212436","1/1190",0.264164859534743,0.281026446313557,0,0,3.95416316232128,5.26371044240111,"MEF2C","Reactome_2022","Negative","p < 0.001"
"RNA Polymerase II Transcription R-HSA-73857","1/1312",0.287722568776495,0.299711009142183,0,0,3.5629290617849,4.43854939869749,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Gene Expression (Transcription) R-HSA-74160","1/1449",0.313453452139489,0.319850461366826,0,0,3.20217541436464,3.71485781325618,"MEF2C","Reactome_2022","Negative","p < 0.001"
"Signal Transduction R-HSA-162582","1/2465",0.481977257027149,0.481977257027149,0,0,1.77871347402597,1.29820888240617,"MEF2C","Reactome_2022","Negative","p < 0.001"
"SRF And miRs In Smooth Muscle Differentiation And Proliferation WP1991","1/12",0.00299665302989365,0.0313050200080168,0,0,454.181818181818,2638.91411927659,"MEF2C","WikiPathway_2023_Human","Negative","p < 0.001"
"Regulation Of Sister Chromatid Separation At The Metaphase Anaphase Transition WP4240","1/15",0.00374469708393798,0.0313050200080168,0,0,356.803571428571,1993.60946675892,"PTTG1","WikiPathway_2023_Human","Negative","p < 0.001"
"Cell Differentiation Expanded Index WP2023","1/21",0.00523943997247116,0.0313050200080168,0,0,249.6875,1311.24405900402,"MEF2C","WikiPathway_2023_Human","Negative","p < 0.001"
